No.,Time,Source,Destination,Protocol,Length,Info
8093.0,563.244096348,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8094.0,563.244096369,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8095.0,563.24452906,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8096.0,563.244529149,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8097.0,563.24452917,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8098.0,563.244529191,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8099.0,563.244529213,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8100.0,563.244529233,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8101.0,563.244529255,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8102.0,563.244529275,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8103.0,563.244540536,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8104.0,563.244540569,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8105.0,563.244540591,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8106.0,563.244540613,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8107.0,563.244540634,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8108.0,563.244540655,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8109.0,563.244540677,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8110.0,563.244540698,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8111.0,563.24463983,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8112.0,563.244639911,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8113.0,563.244639933,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8114.0,563.244639955,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8115.0,563.244639978,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8116.0,563.244639999,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8117.0,563.244640021,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8118.0,563.244640042,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8119.0,563.244651814,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8120.0,563.244651845,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8121.0,563.244651867,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8122.0,563.244651888,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8123.0,563.24465191,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8124.0,563.244651932,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8125.0,563.244651953,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8126.0,563.244651974,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8127.0,563.244826354,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8128.0,563.244826438,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8129.0,563.244826458,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
8130.0,563.24482648,213.57.24.97,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
