No.,Time,Source,Destination,Protocol,Length,Info
170.0,61.362361005,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
171.0,61.370521567,10.0.2.15,147.235.111.99,UDP,76.0,53481  >  443 Len=34
172.0,61.427541969,147.235.111.99,10.0.2.15,UDP,282.0,443  >  53481 Len=240
173.0,61.437069164,10.0.2.15,147.235.111.99,UDP,73.0,53481  >  443 Len=31
174.0,61.45450396,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
175.0,61.463210725,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
176.0,61.488776898,10.0.2.15,147.235.111.99,UDP,383.0,53481  >  443 Len=341
177.0,61.496522548,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
178.0,61.517727441,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
179.0,61.607884286,147.235.111.99,10.0.2.15,UDP,154.0,443  >  53481 Len=112
180.0,61.610207781,10.0.2.15,147.235.111.99,UDP,73.0,53481  >  443 Len=31
181.0,61.62876623,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
182.0,61.635640668,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
183.0,61.744077466,10.0.2.15,147.235.111.99,UDP,395.0,53481  >  443 Len=353
184.0,61.75146899,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
185.0,61.772117608,10.0.2.15,147.235.111.99,UDP,77.0,53481  >  443 Len=35
186.0,61.817169065,147.235.111.99,10.0.2.15,UDP,122.0,443  >  53481 Len=80
187.0,61.818226774,10.0.2.15,147.235.111.99,UDP,73.0,53481  >  443 Len=31
188.0,61.82318221,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
189.0,61.82324745,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
190.0,61.823301781,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
191.0,61.824529258,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
192.0,61.824587154,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
193.0,61.826396686,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
194.0,61.82645214,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
195.0,61.826501986,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
196.0,61.827696417,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
197.0,61.827746116,10.0.2.15,147.235.111.99,UDP,1168.0,53481  >  443 Len=1126
198.0,61.829529518,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
199.0,61.829853426,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
200.0,61.829912649,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
201.0,61.834504708,147.235.111.99,10.0.2.15,UDP,90.0,443  >  53481 Len=48
202.0,61.834685026,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
203.0,61.834752528,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
204.0,61.834799984,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
205.0,61.836002195,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
206.0,61.836083185,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
207.0,61.836140078,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
208.0,61.837812098,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
209.0,61.838464184,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
210.0,61.838888191,10.0.2.15,147.235.111.99,UDP,1399.0,53481  >  443 Len=1357
