No.,Time,Source,Destination,Protocol,Length,Info
4045.0,673.584344457,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4046.0,673.584344527,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4047.0,673.584344596,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4048.0,673.584344668,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4049.0,673.584344734,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4050.0,673.584344801,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4051.0,673.584344868,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4052.0,673.584526395,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4053.0,673.584526511,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4054.0,673.584526706,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4055.0,673.584526757,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4056.0,673.58544654,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4057.0,673.58544685,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4058.0,673.585446889,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4059.0,673.585446933,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4060.0,673.585446968,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4061.0,673.585447008,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4062.0,673.585447139,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4063.0,673.586383608,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4064.0,673.586383714,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4065.0,673.589025049,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4066.0,673.589025358,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4067.0,673.589025401,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4068.0,673.589025442,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4069.0,673.589025477,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4070.0,673.589025513,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4071.0,673.589025546,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4072.0,673.589025579,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4073.0,673.592135568,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4074.0,673.592335607,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4075.0,673.59243941,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4076.0,673.592556913,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4077.0,673.592675045,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4078.0,673.592778762,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4079.0,673.592888894,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4080.0,673.593007668,10.0.2.15,157.240.196.60,QUIC,81.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4081.0,673.593117365,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4082.0,673.593224737,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4083.0,673.593336576,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4084.0,673.593457284,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4085.0,673.598087319,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4086.0,673.620249966,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4087.0,673.668131005,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4088.0,673.668131359,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4089.0,673.668131389,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4090.0,673.668131416,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4091.0,673.668131437,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4092.0,673.66813146,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4093.0,673.668131484,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4094.0,673.66813151,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4095.0,673.668281373,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4096.0,673.668281623,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4097.0,673.668600001,10.0.2.15,157.240.196.60,QUIC,76.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4098.0,673.66869809,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4099.0,673.668698186,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4100.0,673.66869822,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4101.0,673.668698252,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4102.0,673.668698313,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4103.0,673.668698343,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4104.0,673.668698446,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4105.0,673.669111782,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4106.0,673.669111862,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4107.0,673.669111894,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4108.0,673.669595689,10.0.2.15,157.240.196.60,QUIC,77.0,"Protected Payload (KP0), DCID=931d018c32d16c77"
4109.0,673.669879819,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4110.0,673.669879985,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4111.0,673.669880006,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
4112.0,673.669880026,157.240.196.60,10.0.2.15,QUIC,1274.0,Protected Payload (KP0)
